tree_sample_id	genome_record_id	country_iso3	country_name	collection_lower	collection_upper	collection_upper_effective	temporal_consistency_status	date_resolution	year	month	project_id	run_accession	biosample_accession	assembly_accession	sequence_acquisition	primary_model_lineage_id	display_lineage	epidemic_period	public_date	public_date_source	ena_first_public_date	assembly_release_date	public_route	subnational_location	location_source	location_resolution	nas_snapshot_record_id	lag_from_collection_lower_days	lag_from_collection_upper_days	lag_min_days	lag_max_days	first_post2022_month_above_2019_max	post2022_peak_month	public_lead_to_2019max_threshold_days	public_lead_to_post2022_peak_days	collection_lead_to_2019max_threshold_days	collection_lead_to_post2022_peak_days	country_label
CHN__SAMN44584094	CHN::SAMN44584094	CHN	China	2024-05-24	2024-05-24	2024-05-24	ok	day	2024	5	PRJNA1182239	NA	SAMN44584094	GCA_050972785	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-17	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-17	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44584094	389	389	389	389	2023-08-01	2024-05-01	-686	-412	-297	-23	China
CHN__SAMN44584104	CHN::SAMN44584104	CHN	China	2024-05-30	2024-05-30	2024-05-30	ok	day	2024	5	PRJNA1182239	NA	SAMN44584104	GCA_050972565	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-17	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-17	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44584104	383	383	383	383	2023-08-01	2024-05-01	-686	-412	-303	-29	China
CHN__SAMN44590209	CHN::SAMN44590209	CHN	China	2024-05-30	2024-05-30	2024-05-30	ok	day	2024	5	PRJNA1182239	NA	SAMN44590209	GCA_050984745	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590209	384	384	384	384	2023-08-01	2024-05-01	-687	-413	-303	-29	China
CHN__SAMN44590214	CHN::SAMN44590214	CHN	China	2024-06-03	2024-06-03	2024-06-03	ok	day	2024	6	PRJNA1182239	NA	SAMN44590214	GCA_050981645	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590214	380	380	380	380	2023-08-01	2024-05-01	-687	-413	-307	-33	China
CHN__SAMN44590219	CHN::SAMN44590219	CHN	China	2024-06-06	2024-06-06	2024-06-06	ok	day	2024	6	PRJNA1182239	NA	SAMN44590219	GCA_050981465	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590219	377	377	377	377	2023-08-01	2024-05-01	-687	-413	-310	-36	China
CHN__SAMN44590224	CHN::SAMN44590224	CHN	China	2024-06-03	2024-06-03	2024-06-03	ok	day	2024	6	PRJNA1182239	NA	SAMN44590224	GCA_050981285	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590224	380	380	380	380	2023-08-01	2024-05-01	-687	-413	-307	-33	China
CHN__SAMN44590233	CHN::SAMN44590233	CHN	China	2024-06-13	2024-06-13	2024-06-13	ok	day	2024	6	PRJNA1182239	NA	SAMN44590233	GCA_050980975	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590233	370	370	370	370	2023-08-01	2024-05-01	-687	-413	-317	-43	China
CHN__SAMN44590238	CHN::SAMN44590238	CHN	China	2024-06-13	2024-06-13	2024-06-13	ok	day	2024	6	PRJNA1182239	NA	SAMN44590238	GCA_050980765	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590238	370	370	370	370	2023-08-01	2024-05-01	-687	-413	-317	-43	China
CHN__SAMN44590242	CHN::SAMN44590242	CHN	China	2024-06-19	2024-06-19	2024-06-19	ok	day	2024	6	PRJNA1182239	NA	SAMN44590242	GCA_050980565	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590242	364	364	364	364	2023-08-01	2024-05-01	-687	-413	-323	-49	China
CHN__SAMN44590252	CHN::SAMN44590252	CHN	China	2024-06-21	2024-06-21	2024-06-21	ok	day	2024	6	PRJNA1182239	NA	SAMN44590252	GCA_050980245	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590252	362	362	362	362	2023-08-01	2024-05-01	-687	-413	-325	-51	China
CHN__SAMN44590257	CHN::SAMN44590257	CHN	China	2024-06-27	2024-06-27	2024-06-27	ok	day	2024	6	PRJNA1182239	NA	SAMN44590257	GCA_050980045	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590257	356	356	356	356	2023-08-01	2024-05-01	-687	-413	-331	-57	China
CHN__SAMN44590261	CHN::SAMN44590261	CHN	China	2024-07-01	2024-07-01	2024-07-01	ok	day	2024	7	PRJNA1182239	NA	SAMN44590261	GCA_050979945	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590261	352	352	352	352	2023-08-01	2024-05-01	-687	-413	-335	-61	China
CHN__SAMN44590265	CHN::SAMN44590265	CHN	China	2024-07-04	2024-07-04	2024-07-04	ok	day	2024	7	PRJNA1182239	NA	SAMN44590265	GCA_050979805	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590265	349	349	349	349	2023-08-01	2024-05-01	-687	-413	-338	-64	China
CHN__SAMN44590268	CHN::SAMN44590268	CHN	China	2024-07-04	2024-07-04	2024-07-04	ok	day	2024	7	PRJNA1182239	NA	SAMN44590268	GCA_050979685	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590268	349	349	349	349	2023-08-01	2024-05-01	-687	-413	-338	-64	China
CHN__SAMN44590275	CHN::SAMN44590275	CHN	China	2024-07-04	2024-07-04	2024-07-04	ok	day	2024	7	PRJNA1182239	NA	SAMN44590275	GCA_050979385	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590275	349	349	349	349	2023-08-01	2024-05-01	-687	-413	-338	-64	China
CHN__SAMN44590276	CHN::SAMN44590276	CHN	China	2024-07-04	2024-07-04	2024-07-04	ok	day	2024	7	PRJNA1182239	NA	SAMN44590276	GCA_050979345	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590276	349	349	349	349	2023-08-01	2024-05-01	-687	-413	-338	-64	China
CHN__SAMN44590282	CHN::SAMN44590282	CHN	China	2024-07-19	2024-07-19	2024-07-19	ok	day	2024	7	PRJNA1182239	NA	SAMN44590282	GCA_050979165	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590282	334	334	334	334	2023-08-01	2024-05-01	-687	-413	-353	-79	China
CHN__SAMN44590283	CHN::SAMN44590283	CHN	China	2024-07-19	2024-07-19	2024-07-19	ok	day	2024	7	PRJNA1182239	NA	SAMN44590283	GCA_050979185	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590283	334	334	334	334	2023-08-01	2024-05-01	-687	-413	-353	-79	China
CHN__SAMN44590291	CHN::SAMN44590291	CHN	China	2024-07-19	2024-07-19	2024-07-19	ok	day	2024	7	PRJNA1182239	NA	SAMN44590291	GCA_050979015	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590291	334	334	334	334	2023-08-01	2024-05-01	-687	-413	-353	-79	China
CHN__SAMN44590292	CHN::SAMN44590292	CHN	China	2024-08-01	2024-08-01	2024-08-01	ok	day	2024	8	PRJNA1182239	NA	SAMN44590292	GCA_050978975	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590292	321	321	321	321	2023-08-01	2024-05-01	-687	-413	-366	-92	China
CHN__SAMN44590294	CHN::SAMN44590294	CHN	China	2024-08-01	2024-08-01	2024-08-01	ok	day	2024	8	PRJNA1182239	NA	SAMN44590294	GCA_050978925	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590294	321	321	321	321	2023-08-01	2024-05-01	-687	-413	-366	-92	China
CHN__SAMN44590295	CHN::SAMN44590295	CHN	China	2024-08-01	2024-08-01	2024-08-01	ok	day	2024	8	PRJNA1182239	NA	SAMN44590295	GCA_050978905	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590295	321	321	321	321	2023-08-01	2024-05-01	-687	-413	-366	-92	China
CHN__SAMN44590307	CHN::SAMN44590307	CHN	China	2024-08-27	2024-08-27	2024-08-27	ok	day	2024	8	PRJNA1182239	NA	SAMN44590307	GCA_050978665	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590307	295	295	295	295	2023-08-01	2024-05-01	-687	-413	-392	-118	China
CHN__SAMN44590310	CHN::SAMN44590310	CHN	China	2024-08-27	2024-08-27	2024-08-27	ok	day	2024	8	PRJNA1182239	NA	SAMN44590310	GCA_050978605	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590310	295	295	295	295	2023-08-01	2024-05-01	-687	-413	-392	-118	China
CHN__SAMN44590311	CHN::SAMN44590311	CHN	China	2024-08-27	2024-08-27	2024-08-27	ok	day	2024	8	PRJNA1182239	NA	SAMN44590311	GCA_050978585	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590311	295	295	295	295	2023-08-01	2024-05-01	-687	-413	-392	-118	China
CHN__SAMN44590312	CHN::SAMN44590312	CHN	China	2024-08-27	2024-08-27	2024-08-27	ok	day	2024	8	PRJNA1182239	NA	SAMN44590312	GCA_050978565	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590312	295	295	295	295	2023-08-01	2024-05-01	-687	-413	-392	-118	China
CHN__SAMN44590314	CHN::SAMN44590314	CHN	China	2024-08-30	2024-08-30	2024-08-30	ok	day	2024	8	PRJNA1182239	NA	SAMN44590314	GCA_050978525	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release	NA	2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590314	292	292	292	292	2023-08-01	2024-05-01	-687	-413	-395	-121	China
CHN__SAMN45156031	CHN::SAMN45156031	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024	NA	PRJNA1193776	SRR31615316	SAMN45156031	RRASM_SRR31615316	local_fasta	L1_02.07	MT28-associated genomic lineage	resurgence	2025-03-23	ena_first_public_biosample_accession;ena_first_public_run	2025-03-23	NA	ena_read_only	Guangzhou	ena_country	subnational	CHN__SAMN45156031	447	82	82	447	2023-08-01	2024-05-01	-600	-326	-153	121	China
CHN__SAMN45156034	CHN::SAMN45156034	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024	NA	PRJNA1193776	SRR31615312	SAMN45156034	RRASM_SRR31615312	local_fasta	L1_02.07	MT28-associated genomic lineage	resurgence	2025-03-23	ena_first_public_biosample_accession;ena_first_public_run	2025-03-23	NA	ena_read_only	Guangzhou	ena_country	subnational	CHN__SAMN45156034	447	82	82	447	2023-08-01	2024-05-01	-600	-326	-153	121	China
CHN__SAMN45156054	CHN::SAMN45156054	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024	NA	PRJNA1193776	SRR31615290	SAMN45156054	RRASM_SRR31615290	local_fasta	L1_02.07	MT28-associated genomic lineage	resurgence	2025-03-23	ena_first_public_biosample_accession;ena_first_public_run	2025-03-23	NA	ena_read_only	Guangzhou	ena_country	subnational	CHN__SAMN45156054	447	82	82	447	2023-08-01	2024-05-01	-600	-326	-153	121	China
CHN__SAMN45156057	CHN::SAMN45156057	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024	NA	PRJNA1193776	SRR31615287	SAMN45156057	RRASM_SRR31615287	local_fasta	L1_02.07	MT28-associated genomic lineage	resurgence	2025-03-23	ena_first_public_biosample_accession;ena_first_public_run	2025-03-23	NA	ena_read_only	Guangzhou	ena_country	subnational	CHN__SAMN45156057	447	82	82	447	2023-08-01	2024-05-01	-600	-326	-153	121	China
CHN__SAMN45156063	CHN::SAMN45156063	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024	NA	PRJNA1193776	SRR31615280	SAMN45156063	RRASM_SRR31615280	local_fasta	L1_02.07	MT28-associated genomic lineage	resurgence	2025-03-23	ena_first_public_biosample_accession;ena_first_public_run	2025-03-23	NA	ena_read_only	Guangzhou	ena_country	subnational	CHN__SAMN45156063	447	82	82	447	2023-08-01	2024-05-01	-600	-326	-153	121	China
CHN__SAMN45156066	CHN::SAMN45156066	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024	NA	PRJNA1193776	SRR31615277	SAMN45156066	RRASM_SRR31615277	local_fasta	L1_02.07	MT28-associated genomic lineage	resurgence	2025-03-23	ena_first_public_biosample_accession;ena_first_public_run	2025-03-23	NA	ena_read_only	Guangzhou	ena_country	subnational	CHN__SAMN45156066	447	82	82	447	2023-08-01	2024-05-01	-600	-326	-153	121	China
CHN__SAMN50152057	CHN::SAMN50152057	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024	NA	PRJNA1295129	NA	SAMN50152057	GCA_053472445	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-11-13	ncbi_assembly_release;ncbi_assembly_release	NA	2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50152057	682	317	317	682	2023-08-01	2024-05-01	-835	-561	-153	121	China
CHN__SAMN50152059	CHN::SAMN50152059	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024	NA	PRJNA1295129	NA	SAMN50152059	GCA_053472405	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-11-13	ncbi_assembly_release;ncbi_assembly_release	NA	2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50152059	682	317	317	682	2023-08-01	2024-05-01	-835	-561	-153	121	China
CHN__SAMN50152069	CHN::SAMN50152069	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024	NA	PRJNA1295129	NA	SAMN50152069	GCA_053472205	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-11-13	ncbi_assembly_release;ncbi_assembly_release	NA	2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50152069	682	317	317	682	2023-08-01	2024-05-01	-835	-561	-153	121	China
CHN__SAMN50152080	CHN::SAMN50152080	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024	NA	PRJNA1295129	NA	SAMN50152080	GCA_053472025	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-11-13	ncbi_assembly_release;ncbi_assembly_release	NA	2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50152080	682	317	317	682	2023-08-01	2024-05-01	-835	-561	-153	121	China
CHN__SAMN50152085	CHN::SAMN50152085	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024	NA	PRJNA1295129	NA	SAMN50152085	GCA_053471905	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-11-13	ncbi_assembly_release;ncbi_assembly_release	NA	2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50152085	682	317	317	682	2023-08-01	2024-05-01	-835	-561	-153	121	China
CHN__SAMN50152092	CHN::SAMN50152092	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024	NA	PRJNA1295129	NA	SAMN50152092	GCA_053471785	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-11-13	ncbi_assembly_release;ncbi_assembly_release	NA	2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50152092	682	317	317	682	2023-08-01	2024-05-01	-835	-561	-153	121	China
CHN__SAMN50152101	CHN::SAMN50152101	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024	NA	PRJNA1295129	NA	SAMN50152101	GCA_053470665	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-11-13	ncbi_assembly_release;ncbi_assembly_release	NA	2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50152101	682	317	317	682	2023-08-01	2024-05-01	-835	-561	-153	121	China
JPN__SAMD00885979	JPN::SAMD00885979	JPN	Japan	2024-12-09	2024-12-09	2024-12-09	ok	day	2024	12	PRJDB20292	DRR900761	SAMD00885979	GCA_054658115	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-05-20	ncbi_assembly_release;ncbi_assembly_release	2026-01-24	2025-05-20	ncbi_assembly_first	Okinawa	ena_country	subnational	JPN__SAMD00885979	162	162	162	162	2025-03-01	2025-06-01	-80	12	82	174	Japan
JPN__SAMD00885980	JPN::SAMD00885980	JPN	Japan	2024-12-09	2024-12-09	2024-12-09	ok	day	2024	12	PRJDB20292	DRR900762	SAMD00885980	GCA_054658095	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-05-20	ncbi_assembly_release;ncbi_assembly_release	2026-01-24	2025-05-20	ncbi_assembly_first	Okinawa	ena_country	subnational	JPN__SAMD00885980	162	162	162	162	2025-03-01	2025-06-01	-80	12	82	174	Japan
JPN__SAMD00892034	JPN::SAMD00892034	JPN	Japan	2024-12-14	2024-12-14	2024-12-14	ok	day	2024	12	PRJDB20413	DRR902019	SAMD00892034	GCA_054656595	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-05-12	ncbi_assembly_release;ncbi_assembly_release	2026-01-27	2025-05-12	ncbi_assembly_first	Okinawa	ena_country	subnational	JPN__SAMD00892034	149	149	149	149	2025-03-01	2025-06-01	-72	20	77	169	Japan
JPN__SAMD00920271	JPN::SAMD00920271	JPN	Japan	2024-01-01	2024-12-31	2024-12-31	ok	year	2024	NA	PRJDB34249	DRR900577	SAMD00920271	NA	ena_fastq_download	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-25	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2026-01-25	NA	ena_read_only	Tottori	ena_country	subnational	JPN__SAMD00920271	755	390	390	755	2025-03-01	2025-06-01	-330	-238	425	517	Japan
JPN__SAMD00920272	JPN::SAMD00920272	JPN	Japan	2024-01-01	2024-12-31	2024-12-31	ok	year	2024	NA	PRJDB34249	DRR900578	SAMD00920272	NA	ena_fastq_download	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-25	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2026-01-25	NA	ena_read_only	Tottori	ena_country	subnational	JPN__SAMD00920272	755	390	390	755	2025-03-01	2025-06-01	-330	-238	425	517	Japan
JPN__SAMD00920273	JPN::SAMD00920273	JPN	Japan	2024-01-01	2024-12-31	2024-12-31	ok	year	2024	NA	PRJDB34249	DRR900579	SAMD00920273	NA	ena_fastq_download	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-25	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2026-01-25	NA	ena_read_only	Tottori	ena_country	subnational	JPN__SAMD00920273	755	390	390	755	2025-03-01	2025-06-01	-330	-238	425	517	Japan
JPN__SAMD00920275	JPN::SAMD00920275	JPN	Japan	2024-01-01	2024-12-31	2024-12-31	ok	year	2024	NA	PRJDB34249	DRR900581	SAMD00920275	NA	ena_fastq_download	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-25	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2026-01-25	NA	ena_read_only	Tottori	ena_country	subnational	JPN__SAMD00920275	755	390	390	755	2025-03-01	2025-06-01	-330	-238	425	517	Japan
JPN__SAMD00920276	JPN::SAMD00920276	JPN	Japan	2024-01-01	2024-12-31	2024-12-31	ok	year	2024	NA	PRJDB34249	DRR900582	SAMD00920276	NA	ena_fastq_download	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-25	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2026-01-25	NA	ena_read_only	Tottori	ena_country	subnational	JPN__SAMD00920276	755	390	390	755	2025-03-01	2025-06-01	-330	-238	425	517	Japan
JPN__SAMD00920279	JPN::SAMD00920279	JPN	Japan	2024-01-01	2024-12-31	2024-12-31	ok	year	2024	NA	PRJDB34249	DRR900585	SAMD00920279	RRASM_DRR900585	local_fasta	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-25	ena_first_public_biosample_accession;ena_first_public_run	2026-01-25	NA	ena_read_only	Tottori	ena_country	subnational	JPN__SAMD00920279	755	390	390	755	2025-03-01	2025-06-01	-330	-238	425	517	Japan
JPN__SAMD00920280	JPN::SAMD00920280	JPN	Japan	2024-01-01	2024-12-31	2024-12-31	ok	year	2024	NA	PRJDB34249	DRR900586	SAMD00920280	NA	ena_fastq_download	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-25	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2026-01-25	NA	ena_read_only	Tottori	ena_country	subnational	JPN__SAMD00920280	755	390	390	755	2025-03-01	2025-06-01	-330	-238	425	517	Japan
JPN__SAMD01593369	JPN::SAMD01593369	JPN	Japan	2024-09-12	2024-09-12	2024-09-12	ok	day	2024	9	PRJDB35593	DRR707961	SAMD01593369	GCA_055387325	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-12-10	ncbi_assembly_release;ncbi_assembly_release	2025-12-21	2025-12-10	ncbi_assembly_first	Osaka	ena_country	subnational	JPN__SAMD01593369	454	454	454	454	2025-03-01	2025-06-01	-284	-192	170	262	Japan
JPN__SAMD01593370	JPN::SAMD01593370	JPN	Japan	2024-09-18	2024-09-18	2024-09-18	ok	day	2024	9	PRJDB35593	DRR705528	SAMD01593370	GCA_055386935	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-12-10	ncbi_assembly_release;ncbi_assembly_release	2025-12-21	2025-12-10	ncbi_assembly_first	Osaka	ena_country	subnational	JPN__SAMD01593370	448	448	448	448	2025-03-01	2025-06-01	-284	-192	164	256	Japan
JPN__SAMD01593371	JPN::SAMD01593371	JPN	Japan	2024-11-13	2024-11-13	2024-11-13	ok	day	2024	11	PRJDB35593	DRR705529	SAMD01593371	GCA_055386605	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-12-10	ncbi_assembly_release;ncbi_assembly_release	2025-12-21	2025-12-10	ncbi_assembly_first	Osaka	ena_country	subnational	JPN__SAMD01593371	392	392	392	392	2025-03-01	2025-06-01	-284	-192	108	200	Japan
JPN__SAMD01593373	JPN::SAMD01593373	JPN	Japan	2024-12-12	2024-12-12	2024-12-12	ok	day	2024	12	PRJDB35593	DRR705531	SAMD01593373	GCA_055385715	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-12-10	ncbi_assembly_release;ncbi_assembly_release	2025-12-21	2025-12-10	ncbi_assembly_first	Osaka	ena_country	subnational	JPN__SAMD01593373	363	363	363	363	2025-03-01	2025-06-01	-284	-192	79	171	Japan
JPN__SAMD01593374	JPN::SAMD01593374	JPN	Japan	2024-12-11	2024-12-11	2024-12-11	ok	day	2024	12	PRJDB35593	DRR705532	SAMD01593374	GCA_055385365	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-12-10	ncbi_assembly_release;ncbi_assembly_release	2025-12-21	2025-12-10	ncbi_assembly_first	Osaka	ena_country	subnational	JPN__SAMD01593374	364	364	364	364	2025-03-01	2025-06-01	-284	-192	80	172	Japan
JPN__SAMD00892035	JPN::SAMD00892035	JPN	Japan	2025-01-06	2025-01-06	2025-01-06	ok	day	2025	1	PRJDB20413	DRR902020	SAMD00892035	GCA_054656535	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-05-12	ncbi_assembly_release;ncbi_assembly_release	2026-01-27	2025-05-12	ncbi_assembly_first	Okinawa	ena_country	subnational	JPN__SAMD00892035	126	126	126	126	2025-03-01	2025-06-01	-72	20	54	146	Japan
