tree_sample_id	genome_record_id	country_iso3	country_name	collection_lower	collection_upper	collection_upper_effective	temporal_consistency_status	date_resolution	year	month	project_id	run_accession	biosample_accession	assembly_accession	sequence_acquisition	primary_model_lineage_id	display_lineage	epidemic_period	public_date	public_date_source	ena_first_public_date	assembly_release_date	public_route	subnational_location	location_source	location_resolution	nas_snapshot_record_id	lag_from_collection_lower_days	lag_from_collection_upper_days	lag_min_days	lag_max_days	first_post2022_month_above_2019_max	post2022_peak_month	public_lead_to_2019max_threshold_days	public_lead_to_post2022_peak_days	collection_lead_to_2019max_threshold_days	collection_lead_to_post2022_peak_days
AUS__SAMN45810545	AUS::SAMN45810545	AUS	Australia	2019-05-01	2019-05-31	2019-05-31	ok	month	2019	5	PRJNA1199062	SRR31743844	SAMN45810545		ena_fastq_download	L1_02.05	Comparator genomic lineage B	prepandemic	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45810545	2087	2057	2057	2087	2024-03-01	2024-11-01	-321	-76	1766	2011
AUS__SAMN45810547	AUS::SAMN45810547	AUS	Australia	2019-01-01	2019-01-31	2019-01-31	ok	month	2019	1	PRJNA1199062	SRR31743842	SAMN45810547		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	prepandemic	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45810547	2207	2177	2177	2207	2024-03-01	2024-11-01	-321	-76	1886	2131
AUS__SAMN45810575	AUS::SAMN45810575	AUS	Australia	2019-03-01	2019-03-31	2019-03-31	ok	month	2019	3	PRJNA1199062	SRR31743908	SAMN45810575		ena_fastq_download	L1_02.06	Comparator genomic lineage C	prepandemic	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-01-16		ena_read_only	Western Australia	ena_country	subnational	AUS__SAMN45810575	2148	2118	2118	2148	2024-03-01	2024-11-01	-321	-76	1827	2072
AUS__SAMN45810511	AUS::SAMN45810511	AUS	Australia	2023-09-01	2023-09-30	2023-09-30	ok	month	2023	9	PRJNA1199062	SRR31743995	SAMN45810511		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45810511	503	474	474	503	2024-03-01	2024-11-01	-321	-76	182	427
AUS__SAMN44480251	AUS::SAMN44480251	AUS	Australia	2024-08-01	2024-08-31	2024-08-31	ok	month	2024	8	PRJNA1178746		SAMN44480251	GCA_046736165	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-01-16	ncbi_assembly_release;ncbi_assembly_release		2025-01-16	ncbi_assembly_only	New South Wales	nas_focal_snapshot	subnational	AUS__SAMN44480251	168	138	138	168	2024-03-01	2024-11-01	-321	-76	-153	92
AUS__SAMN44480252	AUS::SAMN44480252	AUS	Australia	2024-08-01	2024-08-31	2024-08-31	ok	month	2024	8	PRJNA1178746		SAMN44480252	GCA_046895385	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-01-22	ncbi_assembly_release;ncbi_assembly_release		2025-01-22	ncbi_assembly_only	New South Wales	nas_focal_snapshot	subnational	AUS__SAMN44480252	174	144	144	174	2024-03-01	2024-11-01	-327	-82	-153	92
AUS__SAMN45810503	AUS::SAMN45810503	AUS	Australia	2024-02-01	2024-02-29	2024-02-29	ok	month	2024	2	PRJNA1199062	SRR31743926	SAMN45810503		legacy_read_assembly	L1_02.05	Comparator genomic lineage B	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45810503	350	322	322	350	2024-03-01	2024-11-01	-321	-76	29	274
AUS__SAMN45810504	AUS::SAMN45810504	AUS	Australia	2024-06-01	2024-06-30	2024-06-30	ok	month	2024	6	PRJNA1199062	SRR31743850	SAMN45810504		legacy_read_assembly	L1_02.05	Comparator genomic lineage B	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45810504	229	200	200	229	2024-03-01	2024-11-01	-321	-76	-92	153
AUS__SAMN45810513	AUS::SAMN45810513	AUS	Australia	2024-01-01	2024-01-31	2024-01-31	ok	month	2024	1	PRJNA1199062	SRR31743973	SAMN45810513		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45810513	381	351	351	381	2024-03-01	2024-11-01	-321	-76	60	305
AUS__SAMN45810536	AUS::SAMN45810536	AUS	Australia	2024-06-01	2024-06-30	2024-06-30	ok	month	2024	6	PRJNA1199062	SRR31743919	SAMN45810536		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45810536	229	200	200	229	2024-03-01	2024-11-01	-321	-76	-92	153
AUS__SAMN45810543	AUS::SAMN45810543	AUS	Australia	2024-01-01	2024-01-31	2024-01-31	ok	month	2024	1	PRJNA1199062	SRR31743846	SAMN45810543		ena_fastq_download	L1_02.05	Comparator genomic lineage B	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-01-16		ena_read_only	Queensland	ena_country	subnational	AUS__SAMN45810543	381	351	351	381	2024-03-01	2024-11-01	-321	-76	60	305
AUS__SAMN45810549	AUS::SAMN45810549	AUS	Australia	2024-05-01	2024-05-31	2024-05-31	ok	month	2024	5	PRJNA1199062	SRR31743840	SAMN45810549		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-01-16		ena_read_only	Australian Capital Territory	ena_country	subnational	AUS__SAMN45810549	260	230	230	260	2024-03-01	2024-11-01	-321	-76	-61	184
AUS__SAMN45810556	AUS::SAMN45810556	AUS	Australia	2024-07-01	2024-07-31	2024-07-31	ok	month	2024	7	PRJNA1199062	SRR31743832	SAMN45810556		ena_fastq_download	L1_01.02	Comparator genomic lineage A	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-01-16		ena_read_only	South Australia	ena_country	subnational	AUS__SAMN45810556	199	169	169	199	2024-03-01	2024-11-01	-321	-76	-122	123
AUS__SAMN45810557	AUS::SAMN45810557	AUS	Australia	2024-07-01	2024-07-31	2024-07-31	ok	month	2024	7	PRJNA1199062	SRR31743831	SAMN45810557		ena_fastq_download	L1_02.05	Comparator genomic lineage B	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-01-16		ena_read_only	South Australia	ena_country	subnational	AUS__SAMN45810557	199	169	169	199	2024-03-01	2024-11-01	-321	-76	-122	123
AUS__SAMN45810558	AUS::SAMN45810558	AUS	Australia	2024-01-01	2024-01-31	2024-01-31	ok	month	2024	1	PRJNA1199062	SRR31743830	SAMN45810558		ena_fastq_download	L1_02.05	Comparator genomic lineage B	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-01-16		ena_read_only	Queensland	ena_country	subnational	AUS__SAMN45810558	381	351	351	381	2024-03-01	2024-11-01	-321	-76	60	305
AUS__SAMN45810562	AUS::SAMN45810562	AUS	Australia	2024-07-01	2024-07-31	2024-07-31	ok	month	2024	7	PRJNA1199062	SRR31743825	SAMN45810562		ena_fastq_download	L1_02.05	Comparator genomic lineage B	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45810562	199	169	169	199	2024-03-01	2024-11-01	-321	-76	-122	123
AUS__SAMN45810564	AUS::SAMN45810564	AUS	Australia	2024-07-01	2024-07-31	2024-07-31	ok	month	2024	7	PRJNA1199062	SRR31743823	SAMN45810564		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45810564	199	169	169	199	2024-03-01	2024-11-01	-321	-76	-122	123
AUS__SAMN45810580	AUS::SAMN45810580	AUS	Australia	2024-05-01	2024-05-31	2024-05-31	ok	month	2024	5	PRJNA1199062	SRR31743902	SAMN45810580		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run	2025-01-16		ena_read_only	Western Australia	ena_country	subnational	AUS__SAMN45810580	260	230	230	260	2024-03-01	2024-11-01	-321	-76	-61	184
AUS__SAMN45810582	AUS::SAMN45810582	AUS	Australia	2024-05-01	2024-05-31	2024-05-31	ok	month	2024	5	PRJNA1199062	SRR31743900	SAMN45810582		ena_fastq_download	L1_01.02	Comparator genomic lineage A	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-01-16		ena_read_only	Western Australia	ena_country	subnational	AUS__SAMN45810582	260	230	230	260	2024-03-01	2024-11-01	-321	-76	-61	184
AUS__SAMN45810584	AUS::SAMN45810584	AUS	Australia	2024-08-01	2024-08-31	2024-08-31	ok	month	2024	8	PRJNA1199062	SRR31743898	SAMN45810584		legacy_read_assembly	L1_02.07	MT28-associated genomic lineage	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45810584	168	138	138	168	2024-03-01	2024-11-01	-321	-76	-153	92
AUS__SAMN45810594	AUS::SAMN45810594	AUS	Australia	2024-09-01	2024-09-30	2024-09-30	ok	month	2024	9	PRJNA1199062	SRR31743887	SAMN45810594		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45810594	137	108	108	137	2024-03-01	2024-11-01	-321	-76	-184	61
AUS__SAMN45810596	AUS::SAMN45810596	AUS	Australia	2024-08-01	2024-08-31	2024-08-31	ok	month	2024	8	PRJNA1199062	SRR31743820	SAMN45810596		legacy_read_assembly	L1_02.05	Comparator genomic lineage B	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45810596	168	138	138	168	2024-03-01	2024-11-01	-321	-76	-153	92
AUS__SAMN45810598	AUS::SAMN45810598	AUS	Australia	2024-08-01	2024-08-31	2024-08-31	ok	month	2024	8	PRJNA1199062	SRR31743818	SAMN45810598		legacy_read_assembly	L1_02.05	Comparator genomic lineage B	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45810598	168	138	138	168	2024-03-01	2024-11-01	-321	-76	-153	92
AUS__SAMN45810606	AUS::SAMN45810606	AUS	Australia	2024-09-01	2024-09-30	2024-09-30	ok	month	2024	9	PRJNA1199062	SRR31743999	SAMN45810606		ena_fastq_download	L1_02.05	Comparator genomic lineage B	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45810606	137	108	108	137	2024-03-01	2024-11-01	-321	-76	-184	61
AUS__SAMN45810610	AUS::SAMN45810610	AUS	Australia	2024-09-01	2024-09-30	2024-09-30	ok	month	2024	9	PRJNA1199062	SRR31743994	SAMN45810610		legacy_read_assembly	L1_02.05	Comparator genomic lineage B	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45810610	137	108	108	137	2024-03-01	2024-11-01	-321	-76	-184	61
AUS__SAMN45810611	AUS::SAMN45810611	AUS	Australia	2024-09-01	2024-09-30	2024-09-30	ok	month	2024	9	PRJNA1199062	SRR31743993	SAMN45810611		legacy_read_assembly	L1_01.02	Comparator genomic lineage A	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45810611	137	108	108	137	2024-03-01	2024-11-01	-321	-76	-184	61
AUS__SAMN45810627	AUS::SAMN45810627	AUS	Australia	2024-10-01	2024-10-31	2024-10-31	ok	month	2024	10	PRJNA1199062	SRR31743976	SAMN45810627		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-01-16		ena_read_only	Queensland	ena_country	subnational	AUS__SAMN45810627	107	77	77	107	2024-03-01	2024-11-01	-321	-76	-214	31
AUS__SAMN45810630	AUS::SAMN45810630	AUS	Australia	2024-10-01	2024-10-31	2024-10-31	ok	month	2024	10	PRJNA1199062	SRR31743972	SAMN45810630		ena_fastq_download	L1_02.05	Comparator genomic lineage B	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-01-16		ena_read_only	Queensland	ena_country	subnational	AUS__SAMN45810630	107	77	77	107	2024-03-01	2024-11-01	-321	-76	-214	31
AUS__SAMN45810633	AUS::SAMN45810633	AUS	Australia	2024-10-01	2024-10-31	2024-10-31	ok	month	2024	10	PRJNA1199062	SRR31743969	SAMN45810633		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run	2025-01-16		ena_read_only	Queensland	ena_country	subnational	AUS__SAMN45810633	107	77	77	107	2024-03-01	2024-11-01	-321	-76	-214	31
AUS__SAMN45810634	AUS::SAMN45810634	AUS	Australia	2024-10-01	2024-10-31	2024-10-31	ok	month	2024	10	PRJNA1199062	SRR31743968	SAMN45810634		legacy_read_assembly	L1_02.05	Comparator genomic lineage B	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run	2025-01-16		ena_read_only	Queensland	ena_country	subnational	AUS__SAMN45810634	107	77	77	107	2024-03-01	2024-11-01	-321	-76	-214	31
AUS__SAMN45810638	AUS::SAMN45810638	AUS	Australia	2024-10-01	2024-10-31	2024-10-31	ok	month	2024	10	PRJNA1199062	SRR31743964	SAMN45810638		legacy_read_assembly	L1_02.05	Comparator genomic lineage B	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run	2025-01-16		ena_read_only	Queensland	ena_country	subnational	AUS__SAMN45810638	107	77	77	107	2024-03-01	2024-11-01	-321	-76	-214	31
AUS__SAMN45810640	AUS::SAMN45810640	AUS	Australia	2024-09-01	2024-09-30	2024-09-30	ok	month	2024	9	PRJNA1199062	SRR31743961	SAMN45810640		legacy_read_assembly	L1_02.05	Comparator genomic lineage B	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45810640	137	108	108	137	2024-03-01	2024-11-01	-321	-76	-184	61
AUS__SAMN45810642	AUS::SAMN45810642	AUS	Australia	2024-09-01	2024-09-30	2024-09-30	ok	month	2024	9	PRJNA1199062	SRR31743959	SAMN45810642		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45810642	137	108	108	137	2024-03-01	2024-11-01	-321	-76	-184	61
AUS__SAMN45810643	AUS::SAMN45810643	AUS	Australia	2024-09-01	2024-09-30	2024-09-30	ok	month	2024	9	PRJNA1199062	SRR31743958	SAMN45810643		ena_fastq_download	L1_02.05	Comparator genomic lineage B	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45810643	137	108	108	137	2024-03-01	2024-11-01	-321	-76	-184	61
AUS__SAMN45810645	AUS::SAMN45810645	AUS	Australia	2024-10-01	2024-10-31	2024-10-31	ok	month	2024	10	PRJNA1199062	SRR31743956	SAMN45810645		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45810645	107	77	77	107	2024-03-01	2024-11-01	-321	-76	-214	31
AUS__SAMN45810646	AUS::SAMN45810646	AUS	Australia	2024-10-01	2024-10-31	2024-10-31	ok	month	2024	10	PRJNA1199062	SRR31743955	SAMN45810646		legacy_read_assembly	L1_02.05	Comparator genomic lineage B	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45810646	107	77	77	107	2024-03-01	2024-11-01	-321	-76	-214	31
AUS__SAMN45811366	AUS::SAMN45811366	AUS	Australia	2024-07-01	2024-07-31	2024-07-31	ok	month	2024	7	PRJNA1199062	SRR31743879	SAMN45811366		ena_fastq_download	L1_02.05	Comparator genomic lineage B	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45811366	199	169	169	199	2024-03-01	2024-11-01	-321	-76	-122	123
AUS__SAMN45811367	AUS::SAMN45811367	AUS	Australia	2024-07-01	2024-07-31	2024-07-31	ok	month	2024	7	PRJNA1199062	SRR31743880	SAMN45811367		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45811367	199	169	169	199	2024-03-01	2024-11-01	-321	-76	-122	123
AUS__SAMN45811368	AUS::SAMN45811368	AUS	Australia	2024-06-01	2024-06-30	2024-06-30	ok	month	2024	6	PRJNA1199062	SRR31743881	SAMN45811368		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45811368	229	200	200	229	2024-03-01	2024-11-01	-321	-76	-92	153
AUS__SAMN45811371	AUS::SAMN45811371	AUS	Australia	2024-06-01	2024-06-30	2024-06-30	ok	month	2024	6	PRJNA1199062	SRR31743884	SAMN45811371		ena_fastq_download	L1_01.02	Comparator genomic lineage A	resurgence	2025-01-16	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-01-16		ena_read_only	New South Wales	ena_country	subnational	AUS__SAMN45811371	229	200	200	229	2024-03-01	2024-11-01	-321	-76	-92	153
BEL__SAMEA117989203	BEL::SAMEA117989203	BEL	Belgium	2014-01-30	2014-01-30	2014-01-30	ok	day	2014	1	PRJEB88325	ERR14837599	SAMEA117989203		ena_fastq_download	L1_02.06	Comparator genomic lineage C	prepandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		4088	4088	4088	4088						
BEL__SAMEA117989205	BEL::SAMEA117989205	BEL	Belgium	2014-06-27	2014-06-27	2014-06-27	ok	day	2014	6	PRJEB88325	ERR14837601	SAMEA117989205		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	prepandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run	2025-04-10		ena_read_only		ena_country	country		3940	3940	3940	3940						
BEL__SAMEA117989208	BEL::SAMEA117989208	BEL	Belgium	2014-07-30	2014-07-30	2014-07-30	ok	day	2014	7	PRJEB88325	ERR14837604	SAMEA117989208		ena_fastq_download	L1_02.06	Comparator genomic lineage C	prepandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		3907	3907	3907	3907						
BEL__SAMEA117989209	BEL::SAMEA117989209	BEL	Belgium	2014-08-01	2014-08-01	2014-08-01	ok	day	2014	8	PRJEB88325	ERR14837605	SAMEA117989209		ena_fastq_download	L1_02.06	Comparator genomic lineage C	prepandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		3905	3905	3905	3905						
BEL__SAMEA117989211	BEL::SAMEA117989211	BEL	Belgium	2014-09-04	2014-09-04	2014-09-04	ok	day	2014	9	PRJEB88325	ERR14837607	SAMEA117989211		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	prepandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run	2025-04-10		ena_read_only		ena_country	country		3871	3871	3871	3871						
BEL__SAMEA117989214	BEL::SAMEA117989214	BEL	Belgium	2014-12-20	2014-12-20	2014-12-20	ok	day	2014	12	PRJEB88325	ERR14837610	SAMEA117989214		legacy_read_assembly	L1_02.05	Comparator genomic lineage B	prepandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run	2025-04-10		ena_read_only		ena_country	country		3764	3764	3764	3764						
BEL__SAMEA117989221	BEL::SAMEA117989221	BEL	Belgium	2015-05-04	2015-05-04	2015-05-04	ok	day	2015	5	PRJEB88325	ERR14837617	SAMEA117989221		ena_fastq_download	L1_01.02	Comparator genomic lineage A	prepandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		3629	3629	3629	3629						
BEL__SAMEA117989226	BEL::SAMEA117989226	BEL	Belgium	2015-12-21	2015-12-21	2015-12-21	ok	day	2015	12	PRJEB88325	ERR14837622	SAMEA117989226		ena_fastq_download	L1_02.07	MT28-associated genomic lineage	prepandemic	2025-04-10	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2025-04-10		ena_read_only		ena_country	country		3398	3398	3398	3398						
